price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
9477448,3499,3,1,1,yes,no,no,yes,no,yes,no,furnished
4537415,6638,3,1,2,yes,no,no,no,no,no,no,semi-furnished
6618704,4126,2,1,1,yes,no,yes,no,yes,no,yes,semi-furnished
4862707,8442,2,1,1,yes,yes,yes,no,no,no,no,semi-furnished
2442797,2488,2,1,2,yes,no,no,no,no,no,no,furnished
5959420,4464,3,1,3,yes,no,no,no,yes,no,no,unfurnished
5022704,4495,3,3,2,yes,no,yes,no,no,yes,no,semi-furnished
5739845,4680,4,1,2,yes,yes,yes,no,yes,no,no,furnished
3628821,4791,2,1,1,yes,no,no,no,no,no,no,semi-furnished
3460085,3844,3,1,0,yes,no,no,no,no,no,no,unfurnished
2947754,5299,3,1,0,no,no,no,no,no,no,no,unfurnished
4843012,3955,3,1,2,yes,no,no,no,no,no,no,unfurnished
6244103,4879,2,2,3,yes,yes,no,no,yes,no,no,furnished
4590300,6457,1,1,1,yes,no,yes,no,yes,no,no,furnished
1796223,2915,2,1,1,yes,no,yes,no,no,yes,no,unfurnished
4169657,7653,1,1,1,yes,no,no,no,no,yes,no,furnished
3004387,6559,2,1,2,yes,no,no,no,no,no,no,semi-furnished
3476526,3644,2,1,1,yes,no,yes,no,no,no,no,semi-furnished
7012004,11724,4,2,2,yes,no,no,no,no,yes,yes,furnished
3492258,2311,3,1,2,yes,no,no,yes,yes,no,yes,semi-furnished
4360218,3235,2,1,2,yes,no,yes,no,no,yes,yes,semi-furnished
4013644,3558,2,1,1,yes,no,no,no,no,no,yes,semi-furnished
4346319,4701,3,1,2,yes,no,no,no,yes,yes,no,semi-furnished
4249798,3807,3,1,2,no,no,no,no,no,no,no,semi-furnished
3304118,3605,3,1,0,yes,no,no,no,no,no,no,unfurnished
4707821,3420,3,1,2,yes,no,yes,no,yes,yes,no,semi-furnished
6207032,5936,3,1,3,yes,yes,yes,no,no,no,yes,unfurnished
6140254,8695,3,1,3,yes,no,no,no,yes,yes,no,unfurnished
4036166,4155,3,1,1,yes,no,no,no,no,yes,no,semi-furnished
3018595,4338,3,1,2,no,no,no,no,no,no,no,unfurnished
6073744,8046,2,1,3,yes,no,no,no,yes,yes,no,unfurnished
6226136,6498,2,1,3,yes,no,yes,no,no,no,yes,unfurnished
5274255,3409,3,1,1,no,no,no,no,yes,no,no,semi-furnished
5447846,6586,2,2,1,yes,yes,yes,no,no,no,yes,furnished
6366403,8672,4,3,2,yes,no,no,no,no,yes,no,furnished
3053660,4308,3,1,2,yes,no,no,no,yes,no,no,unfurnished
4724897,4979,3,1,1,yes,no,yes,no,no,no,no,semi-furnished
1998349,2501,2,1,1,yes,no,no,no,no,no,no,unfurnished
7001752,8961,3,2,3,yes,yes,no,no,yes,no,yes,furnished
1810475,2397,3,1,1,no,no,no,no,no,no,no,semi-furnished
3516924,9571,3,1,1,yes,no,no,no,no,yes,yes,unfurnished
2434479,3477,2,1,0,yes,yes,no,no,no,no,no,unfurnished
4797395,8062,3,1,1,yes,yes,yes,yes,no,no,no,semi-furnished
7255841,6203,2,2,2,yes,no,no,no,yes,no,no,semi-furnished
2268031,3918,3,1,2,yes,no,yes,no,no,no,no,unfurnished
3604521,3505,2,1,1,yes,no,no,no,no,yes,no,semi-furnished
6950242,6335,2,2,3,yes,no,yes,no,no,no,yes,furnished
3386449,4562,2,1,2,yes,yes,yes,no,yes,yes,no,furnished
4066264,3350,1,1,0,yes,no,no,yes,no,yes,no,furnished
4189920,2329,2,1,2,no,no,no,no,no,no,no,semi-furnished
6346219,5766,3,1,3,yes,no,no,no,yes,no,no,semi-furnished
9435700,8114,3,2,1,yes,no,no,no,no,no,yes,semi-furnished
5531067,4814,3,1,2,yes,no,no,no,yes,no,no,unfurnished
2927951,4765,1,1,0,yes,no,no,no,no,no,no,unfurnished
3944862,4414,2,1,0,yes,no,no,no,no,no,no,semi-furnished
3472035,3185,3,1,2,yes,no,yes,no,no,no,no,semi-furnished
3083752,3455,3,1,2,no,no,no,no,no,yes,no,unfurnished
3835359,3530,2,1,1,yes,no,no,no,yes,no,no,unfurnished
3720656,3735,2,1,0,yes,no,yes,no,no,no,no,furnished
4298429,5548,3,1,1,yes,no,no,no,yes,no,no,unfurnished
3630097,2747,2,2,1,no,no,yes,no,no,no,yes,unfurnished
3096382,2144,2,1,1,no,no,yes,no,no,no,no,semi-furnished
8945932,6834,3,2,2,yes,no,no,no,yes,yes,yes,semi-furnished
2077827,3473,1,1,1,yes,no,no,no,no,yes,no,unfurnished
5476207,4699,1,2,1,yes,no,no,no,yes,yes,no,semi-furnished
4204608,3972,2,1,2,yes,no,no,no,no,no,no,unfurnished
6674401,11527,4,1,2,yes,no,no,no,no,yes,yes,furnished
4014274,5184,3,1,2,yes,no,no,no,no,yes,no,unfurnished
3767654,6185,2,1,2,yes,yes,yes,no,no,no,no,unfurnished
6661931,7244,3,1,0,yes,yes,yes,no,yes,yes,yes,unfurnished
4542013,4199,3,1,1,yes,no,no,no,no,yes,no,furnished
5026660,5754,3,1,0,yes,no,no,no,no,yes,yes,semi-furnished
3280024,1710,3,1,1,no,no,yes,no,no,no,no,unfurnished
1786193,2856,3,1,0,no,no,no,no,no,no,no,furnished
5462898,5713,2,1,3,yes,no,no,no,yes,no,no,unfurnished
5232199,6148,4,1,4,yes,yes,no,no,yes,no,no,furnished
8044516,7316,3,1,4,yes,no,no,no,yes,yes,no,semi-furnished
5621115,4222,4,1,1,yes,no,no,no,yes,yes,yes,semi-furnished
4672930,6539,1,1,0,yes,no,yes,no,yes,yes,no,furnished
4258524,3408,2,1,2,yes,no,yes,no,no,yes,yes,semi-furnished
4072836,7825,2,1,1,yes,no,no,no,no,no,no,furnished
1848809,2424,3,1,1,no,no,no,no,no,no,no,semi-furnished
5514574,5424,2,2,2,yes,no,no,no,no,yes,no,semi-furnished
6678783,13685,2,1,0,yes,no,yes,yes,no,yes,no,furnished
4345928,3478,2,1,1,yes,no,yes,no,no,yes,yes,semi-furnished
3175636,2649,1,1,1,yes,no,no,no,yes,no,no,unfurnished
3559089,3193,3,1,1,yes,no,no,no,no,yes,no,unfurnished
6117899,6379,2,1,3,yes,no,no,no,yes,no,no,unfurnished
4009761,8072,3,1,1,yes,no,no,no,yes,yes,no,semi-furnished
2881716,2706,1,1,1,no,no,no,no,no,no,no,furnished
5158480,3029,2,1,2,yes,no,yes,no,no,no,no,unfurnished
5205806,4407,4,1,2,yes,no,yes,no,yes,no,no,furnished
4685599,6248,2,1,0,yes,no,yes,no,yes,no,no,furnished
2702857,3033,2,1,0,no,no,no,no,no,no,no,unfurnished
2333025,7427,2,1,0,yes,no,no,no,no,no,no,unfurnished
3085854,5035,3,1,1,no,no,no,no,no,no,no,unfurnished
5375506,6296,3,1,3,yes,yes,no,no,yes,no,no,furnished
4320503,5041,3,1,2,yes,no,yes,no,yes,no,no,unfurnished
3873194,3113,3,1,1,yes,no,no,no,no,no,no,furnished
2776247,2425,2,1,1,no,no,no,no,no,no,no,unfurnished
6331761,4528,3,1,4,yes,no,no,no,yes,no,no,unfurnished
3056460,4281,3,1,1,no,no,no,no,no,no,no,unfurnished
3113486,2131,3,1,1,no,no,yes,no,no,no,no,semi-furnished
2794730,3270,2,1,1,no,no,no,no,no,no,no,unfurnished
5308609,5354,4,1,2,yes,yes,yes,no,yes,no,yes,furnished
5439779,6085,3,1,2,yes,no,no,no,no,no,yes,semi-furnished
4922517,6045,3,1,0,yes,no,yes,no,yes,no,yes,semi-furnished
5753287,4794,2,1,1,yes,yes,yes,no,no,no,no,unfurnished
3234000,6840,1,1,0,yes,no,no,no,no,no,no,semi-furnished
2480956,3090,3,1,2,yes,no,yes,no,no,no,no,unfurnished
2802292,4490,2,1,2,no,no,no,yes,no,no,no,unfurnished
2885693,2964,2,1,1,yes,no,no,no,no,no,no,semi-furnished
4383067,3592,2,1,0,yes,yes,yes,no,no,no,no,semi-furnished
1800833,1741,3,1,1,yes,no,no,no,no,no,no,unfurnished
3144806,3942,2,1,2,yes,no,no,no,no,no,no,unfurnished
2133359,3199,2,1,1,yes,no,no,no,no,no,no,unfurnished
4142330,4144,3,1,2,no,no,no,no,no,no,no,semi-furnished
3379749,3923,3,1,1,yes,no,no,no,no,no,no,semi-furnished
4323959,6467,4,1,2,yes,no,no,no,no,no,no,semi-furnished
3962985,3931,3,1,1,yes,no,no,no,no,yes,no,semi-furnished
3810258,6127,3,1,2,yes,yes,yes,no,no,no,no,unfurnished
5548912,2931,4,1,1,no,yes,yes,no,no,no,no,furnished
5069384,5654,3,1,2,yes,no,no,no,no,no,no,semi-furnished
6861766,3841,2,1,2,yes,no,yes,yes,no,no,no,furnished
3581904,3628,3,1,1,yes,no,no,no,no,yes,yes,unfurnished
4219259,4445,3,1,1,yes,no,yes,no,no,no,no,furnished
7302622,9099,1,1,1,yes,no,no,no,yes,yes,no,semi-furnished
6216896,6645,2,1,2,yes,no,yes,no,no,no,yes,unfurnished
4918103,11740,2,1,2,yes,no,no,no,no,no,yes,furnished
4918209,3769,3,1,1,yes,no,no,no,no,yes,no,semi-furnished
7447836,6410,3,1,3,yes,no,no,no,yes,yes,yes,furnished
4482158,4947,2,1,2,yes,no,no,no,no,no,no,semi-furnished
4630511,3353,2,1,1,yes,no,no,no,no,no,yes,furnished
6559184,7002,2,1,3,yes,no,yes,no,no,no,yes,unfurnished
4979492,4607,4,1,1,no,no,yes,no,yes,yes,no,semi-furnished
8877793,8924,2,2,2,yes,no,no,no,yes,yes,no,furnished
3639105,4108,2,1,2,yes,no,no,no,yes,no,no,semi-furnished
4553471,3470,4,1,2,yes,no,no,no,no,no,no,semi-furnished
3491644,3517,2,1,1,yes,no,no,no,no,no,no,semi-furnished
2443537,3014,2,1,1,no,no,no,no,no,no,no,unfurnished
3204004,3796,1,1,1,no,no,no,no,no,no,no,unfurnished
5426967,3729,3,1,2,yes,yes,yes,no,no,yes,yes,unfurnished
4307697,6016,3,1,0,yes,no,yes,no,no,no,no,semi-furnished
4281149,3355,3,1,2,yes,no,no,no,no,yes,no,furnished
7961407,7034,4,1,2,yes,yes,yes,no,yes,yes,no,furnished
5025070,5860,3,1,1,yes,no,no,no,no,yes,yes,semi-furnished
3417088,2214,3,1,3,yes,no,no,no,no,no,yes,furnished
2555597,3622,1,1,0,yes,yes,no,no,no,no,no,unfurnished
4422781,4809,4,1,1,yes,no,no,no,yes,no,no,semi-furnished
2957341,4246,3,1,1,no,no,no,no,no,yes,no,unfurnished
4042417,4549,3,1,2,no,no,yes,no,yes,no,no,semi-furnished
3671585,8295,2,1,1,yes,no,no,no,no,yes,no,furnished
6257508,8980,4,2,1,yes,no,no,no,no,yes,no,furnished
7733141,6617,2,1,3,yes,no,no,no,yes,no,yes,furnished
3838523,3183,2,1,1,no,no,yes,yes,no,no,no,semi-furnished
4714238,4081,2,1,2,no,yes,yes,no,yes,no,no,semi-furnished
3572381,5350,2,1,1,yes,no,no,no,no,no,no,furnished
4392866,5376,3,1,1,yes,no,no,no,yes,no,no,unfurnished
3038182,3629,3,1,2,no,no,no,no,no,yes,no,semi-furnished
2656885,2740,3,1,0,yes,no,no,no,no,no,no,unfurnished
7241372,6582,2,1,3,yes,no,no,no,yes,yes,no,unfurnished
6052250,5749,2,1,3,yes,yes,no,no,yes,no,no,semi-furnished
3646784,3852,1,1,0,yes,no,no,no,no,no,no,semi-furnished
3264718,3678,2,1,0,yes,no,no,no,no,no,no,unfurnished
5119336,4687,2,1,1,yes,yes,yes,no,no,no,no,semi-furnished
9688642,3580,3,2,1,yes,no,no,yes,no,yes,no,furnished
2974735,4381,1,1,0,yes,no,no,no,no,no,no,furnished
3111524,3971,2,1,1,yes,no,no,no,no,no,no,unfurnished
4376537,4324,2,1,0,yes,no,yes,no,no,no,no,furnished
3298489,2759,3,1,1,no,no,no,no,no,no,no,furnished
6294231,6650,4,2,2,yes,yes,no,yes,no,yes,no,semi-furnished
2457024,3080,3,1,2,no,no,no,no,no,no,no,semi-furnished
7151943,7643,2,2,0,yes,no,no,no,no,yes,no,unfurnished
4516478,5447,2,1,2,yes,no,no,no,no,yes,yes,unfurnished
3640827,3513,3,1,2,yes,no,no,no,no,no,no,unfurnished
4007755,4065,3,1,2,yes,no,no,no,no,yes,no,semi-furnished
3797912,3628,1,1,0,yes,no,no,no,no,no,no,semi-furnished
6873677,9285,2,1,2,yes,no,yes,no,yes,yes,no,furnished
3189703,3623,1,1,1,yes,no,no,no,no,no,no,unfurnished
3691313,2195,2,1,1,yes,yes,no,no,no,no,yes,semi-furnished
3897482,4723,2,1,1,no,no,yes,no,yes,no,no,semi-furnished
8471960,5112,4,1,1,yes,no,no,no,yes,yes,yes,furnished
6756268,8057,3,1,1,yes,no,no,no,no,yes,no,unfurnished
4917685,11286,2,1,2,yes,no,no,no,no,no,yes,furnished
4967339,10695,3,1,1,yes,yes,yes,no,no,no,no,semi-furnished
4867915,3311,4,1,1,yes,no,yes,no,yes,yes,no,semi-furnished
3431093,2069,2,1,2,yes,no,yes,no,no,no,yes,furnished
3711211,3436,2,1,1,yes,no,no,yes,no,yes,no,semi-furnished
5874189,6613,2,1,3,yes,no,yes,no,no,no,yes,unfurnished
4557993,3989,3,1,2,yes,no,no,no,no,no,no,furnished
4942613,4284,3,1,2,yes,no,no,no,no,no,no,unfurnished
5333312,8133,3,1,1,yes,no,no,no,yes,yes,no,furnished
3934287,4137,3,1,1,yes,no,no,no,no,no,no,furnished
3016519,1686,2,1,2,no,no,yes,no,no,no,no,unfurnished
3120166,3814,2,2,0,no,yes,yes,no,no,yes,no,unfurnished
2022672,3467,4,1,1,no,no,no,no,no,no,no,unfurnished
5118644,7207,3,1,1,yes,yes,yes,no,no,yes,yes,semi-furnished
3576806,3639,2,1,0,no,no,no,no,yes,no,no,unfurnished
5780170,4741,4,1,2,yes,yes,yes,no,yes,no,no,furnished
5180479,2835,2,1,2,no,no,yes,no,yes,no,no,semi-furnished
6806709,6067,3,2,4,yes,no,no,no,yes,no,no,semi-furnished
6820445,3817,3,1,2,yes,no,no,yes,no,yes,no,semi-furnished
3261591,2489,3,1,0,yes,no,no,no,no,no,yes,semi-furnished
2992640,2861,2,1,2,yes,no,no,no,no,no,no,semi-furnished
4388127,9618,3,1,1,yes,no,no,no,no,no,no,semi-furnished
6943626,5792,4,1,4,yes,no,no,no,yes,no,no,unfurnished
4959145,9458,2,1,1,yes,no,yes,no,yes,yes,no,semi-furnished
4397766,3843,2,1,1,yes,no,yes,no,no,no,no,furnished
4674392,5117,3,1,2,yes,no,no,no,no,yes,yes,unfurnished
3860992,5303,4,2,2,yes,no,no,no,no,no,no,semi-furnished
3027062,5315,2,1,0,no,no,no,no,no,no,no,unfurnished
3204110,3046,2,1,1,yes,no,no,no,no,no,no,unfurnished
9792499,8333,3,3,3,yes,no,no,no,yes,yes,yes,semi-furnished
4986086,6309,3,1,1,yes,no,yes,no,yes,no,yes,semi-furnished
12335981,7833,4,2,1,yes,no,yes,no,yes,yes,yes,furnished
5905682,6845,3,2,3,yes,no,no,no,no,yes,no,furnished
9387918,7949,3,1,2,yes,no,no,no,no,no,yes,semi-furnished
2334173,3370,2,1,1,yes,no,no,no,no,no,no,unfurnished
4526580,4167,3,1,2,yes,no,no,no,no,yes,no,furnished
3877280,3674,3,1,0,yes,no,no,no,no,no,no,unfurnished
2450366,2919,2,1,1,yes,no,no,no,no,no,no,unfurnished
3932943,2989,4,1,3,yes,no,yes,no,yes,yes,no,semi-furnished
4811534,5550,2,1,2,yes,no,no,no,no,no,yes,semi-furnished
8199037,5554,3,2,2,yes,no,yes,no,yes,no,yes,semi-furnished
2034395,2486,2,1,2,yes,no,no,no,no,no,no,unfurnished
5509227,5980,2,1,0,yes,no,yes,no,no,yes,yes,furnished
3443904,3130,2,1,2,yes,no,no,no,no,yes,no,unfurnished
3958146,1927,2,1,2,yes,no,yes,no,no,no,yes,semi-furnished
5179769,8095,2,1,0,yes,yes,yes,no,no,no,no,semi-furnished
5039991,4826,2,1,0,yes,no,no,no,yes,yes,no,semi-furnished
3487839,4207,2,2,2,yes,no,no,no,no,yes,no,semi-furnished
2925430,5401,4,1,3,yes,no,no,no,no,no,no,unfurnished
3591774,6008,3,1,0,yes,no,no,no,no,no,no,semi-furnished
2834745,2566,2,1,1,no,no,no,no,no,no,no,furnished
4755007,2476,3,1,2,yes,no,yes,no,no,no,no,furnished
5101011,5715,2,1,1,yes,no,yes,no,no,no,no,semi-furnished
2514238,2865,1,1,2,yes,no,no,no,no,no,no,furnished
3627254,3072,2,1,0,yes,no,no,no,no,no,no,unfurnished
5085080,5822,2,1,0,yes,yes,yes,no,yes,no,no,semi-furnished
5589375,3425,3,3,2,yes,no,yes,no,no,no,no,semi-furnished
7216176,6324,2,1,4,yes,no,no,no,yes,yes,yes,furnished
13136002,7448,4,1,3,yes,no,no,no,yes,yes,yes,furnished
3319313,5135,2,1,0,yes,no,no,no,no,no,yes,unfurnished
6276498,5625,3,2,0,yes,no,yes,no,yes,no,yes,semi-furnished
4994301,8654,2,1,2,yes,yes,yes,no,yes,yes,yes,unfurnished
2721195,4112,3,1,1,yes,no,no,no,yes,no,no,unfurnished
6093019,11299,2,1,2,yes,no,no,no,no,yes,yes,semi-furnished
3518191,5749,2,1,1,yes,no,no,no,no,no,no,furnished
4143829,4621,2,1,0,no,no,no,no,no,no,no,unfurnished
3146033,3801,2,1,0,no,yes,yes,no,no,no,no,unfurnished
8876638,5794,3,1,1,yes,no,yes,no,no,yes,no,semi-furnished
3838979,3195,1,1,0,no,no,yes,no,no,no,no,semi-furnished
4901749,3948,1,1,0,yes,no,yes,no,no,yes,no,semi-furnished
5745264,4809,3,1,2,yes,no,no,no,yes,no,no,unfurnished
2254411,3714,1,1,1,yes,no,no,no,no,no,no,unfurnished
2600317,3650,2,1,1,yes,no,no,no,no,no,no,unfurnished
6978477,9109,3,2,1,yes,no,yes,no,yes,yes,no,furnished
3076529,3729,3,1,2,no,no,no,no,no,no,no,unfurnished
3063723,3970,2,1,2,yes,no,no,no,no,no,no,unfurnished
4038242,3206,2,1,1,yes,no,yes,no,no,yes,no,semi-furnished
5730431,7737,2,1,1,yes,no,no,no,no,yes,no,semi-furnished
5250711,6019,4,1,3,yes,yes,no,no,yes,no,no,furnished
4379944,3349,1,1,2,yes,no,no,no,no,no,yes,furnished
2330727,3195,1,1,1,yes,no,no,no,no,no,no,unfurnished
5745644,3490,2,2,1,yes,no,no,no,no,yes,no,semi-furnished
2846093,3716,1,1,0,yes,no,no,no,no,no,no,unfurnished
3156540,3157,4,1,1,yes,no,yes,no,yes,no,no,unfurnished
8702166,5834,3,2,4,yes,yes,yes,no,yes,no,yes,semi-furnished
10013725,6023,4,2,2,yes,yes,yes,yes,no,yes,no,semi-furnished
7126481,12773,2,1,0,yes,no,yes,yes,no,yes,no,furnished
1740324,2368,3,1,0,no,no,no,no,no,no,no,semi-furnished
6451344,4057,3,2,2,yes,no,no,no,yes,yes,no,semi-furnished
5097572,4137,1,1,0,yes,no,yes,no,no,no,no,unfurnished
5122699,4605,1,1,1,yes,yes,yes,no,no,no,no,semi-furnished
4273097,5621,1,1,1,yes,yes,yes,no,no,yes,no,semi-furnished
1802876,2815,2,1,0,no,no,no,no,no,no,no,furnished
7631482,6030,2,1,3,yes,yes,no,no,yes,yes,no,unfurnished
4755335,5987,3,1,1,yes,no,no,no,yes,yes,no,semi-furnished
3002455,6437,3,1,1,yes,no,no,no,no,no,no,semi-furnished
3880447,8359,3,1,1,yes,no,no,no,yes,yes,no,semi-furnished
2853023,3965,3,1,2,yes,no,no,no,no,yes,no,unfurnished
4691821,3991,1,1,1,yes,yes,yes,no,no,no,no,semi-furnished
6585792,6472,1,2,3,yes,no,yes,no,no,no,yes,furnished
3545894,3326,3,1,1,no,no,yes,no,no,no,no,semi-furnished
6014566,4431,3,1,1,yes,no,no,no,no,yes,no,semi-furnished
3064500,2504,2,1,1,yes,no,no,no,no,no,yes,semi-furnished
3237233,4526,2,1,0,no,no,no,no,no,yes,no,unfurnished
3632402,6081,1,1,1,yes,no,no,no,no,yes,no,unfurnished
3492365,3955,3,1,0,yes,no,no,no,no,no,no,unfurnished
1846691,1712,2,1,1,yes,no,no,no,no,no,no,unfurnished
3022303,9170,2,1,1,yes,no,no,no,no,yes,no,semi-furnished
3295677,3488,4,1,1,yes,no,no,no,yes,yes,no,unfurnished
3200193,1647,2,1,1,no,no,yes,no,no,no,no,unfurnished
5854904,6510,2,1,1,yes,yes,yes,no,no,yes,no,furnished
7250063,7793,2,2,4,yes,no,no,no,no,no,yes,unfurnished
3621925,5439,2,1,1,no,no,no,no,no,no,no,semi-furnished
2434509,3138,2,1,1,no,no,no,no,no,no,no,semi-furnished
4844036,6469,3,1,1,yes,no,no,no,no,no,no,unfurnished
3401695,3764,3,1,2,yes,no,no,no,no,no,no,semi-furnished
4687407,5345,2,1,4,yes,no,no,no,yes,no,no,semi-furnished
4620172,5070,3,1,2,yes,no,no,no,no,no,no,semi-furnished
6188731,8236,3,1,1,yes,yes,yes,no,yes,yes,yes,semi-furnished
3769157,3703,3,1,0,yes,no,no,no,no,no,no,unfurnished
4145667,4335,3,2,2,no,no,yes,no,yes,no,no,semi-furnished
7975997,5852,3,1,3,yes,no,no,no,yes,yes,no,semi-furnished
5018626,7242,3,1,2,yes,yes,yes,no,no,yes,yes,furnished
2731192,3217,2,1,2,no,no,no,no,no,no,no,semi-furnished
4795181,2957,2,1,2,yes,no,no,no,no,no,no,semi-furnished
4274923,4241,2,1,1,yes,yes,yes,no,no,yes,no,semi-furnished
6166802,6682,2,1,0,yes,no,yes,no,yes,no,yes,furnished
3744663,4022,1,1,0,yes,no,no,no,no,no,yes,semi-furnished
1997749,3394,2,1,0,yes,no,no,no,no,yes,no,unfurnished
4640066,8331,3,1,0,yes,no,no,no,no,no,no,furnished
2982690,3048,2,1,2,no,no,no,no,no,no,no,unfurnished
2490832,4614,1,1,0,yes,no,no,no,no,no,no,unfurnished
6562221,7067,2,1,0,yes,yes,yes,no,no,yes,yes,furnished
5447717,5937,4,1,3,yes,yes,no,no,yes,no,no,furnished
5480206,6529,3,1,2,yes,no,no,no,no,no,yes,semi-furnished
6100577,6811,3,1,1,yes,yes,yes,no,no,no,yes,unfurnished
3144162,3006,3,1,0,no,no,no,no,yes,no,no,unfurnished
7342383,5978,3,1,3,yes,no,no,no,yes,no,no,furnished
4443819,4222,3,1,1,yes,yes,yes,no,yes,no,no,unfurnished
3530467,3488,1,2,0,yes,no,yes,no,no,no,no,semi-furnished
5155955,7933,2,1,0,yes,yes,yes,yes,no,no,no,semi-furnished
8746165,9072,2,2,1,yes,no,no,no,yes,yes,no,furnished
3630215,3533,2,1,0,no,no,no,no,yes,no,no,unfurnished
7724807,6790,3,2,3,yes,no,no,no,yes,yes,no,furnished
2996496,8078,1,1,1,yes,no,no,no,no,no,no,unfurnished
4800919,8771,1,1,0,yes,no,yes,no,yes,yes,no,semi-furnished
2231048,4001,3,1,1,yes,no,yes,no,no,no,no,unfurnished
5308517,6197,2,1,1,yes,no,yes,no,yes,no,yes,semi-furnished
3565776,9732,2,1,2,yes,no,no,no,no,yes,yes,unfurnished
4651419,3957,3,1,2,yes,no,no,no,no,yes,no,furnished
5932928,5945,2,2,3,yes,no,no,no,yes,no,no,unfurnished
3210743,4131,3,1,0,no,no,no,no,no,no,no,unfurnished
3450043,3549,1,1,1,yes,no,no,no,no,no,no,furnished
4011299,3034,2,1,2,yes,no,yes,no,yes,no,no,unfurnished
5947183,5718,2,1,2,yes,yes,no,no,yes,no,no,furnished
3882665,5090,4,2,2,yes,no,no,no,no,no,no,semi-furnished
4472905,3902,2,1,2,yes,no,no,no,no,yes,no,furnished
6114696,5781,3,1,2,yes,yes,yes,no,no,no,yes,unfurnished
8156718,6234,3,1,4,yes,yes,no,no,yes,yes,no,unfurnished
4234771,3651,2,1,1,yes,yes,yes,no,no,no,no,semi-furnished
5635559,6290,4,2,1,yes,no,yes,no,no,no,yes,semi-furnished
3843672,4069,3,1,2,yes,no,no,no,no,no,no,furnished
5747739,6736,2,1,1,yes,no,yes,no,yes,yes,yes,semi-furnished
4705134,4956,1,1,0,yes,no,no,no,yes,no,yes,semi-furnished
5826283,6262,3,2,1,yes,no,yes,no,no,yes,yes,semi-furnished
4554139,2533,2,1,1,yes,no,yes,no,no,no,no,furnished
2387566,2885,2,1,1,yes,no,no,no,no,yes,no,unfurnished
8535833,4161,2,1,2,yes,no,yes,yes,no,yes,no,semi-furnished
4861533,3397,1,1,1,no,yes,yes,no,no,no,no,semi-furnished
4872379,10011,1,1,1,yes,no,no,no,yes,yes,yes,unfurnished
3178053,3717,2,1,0,yes,no,no,no,no,no,no,unfurnished
6575673,6883,3,1,2,yes,no,no,no,yes,no,yes,unfurnished
3632633,3874,1,1,0,yes,no,no,no,no,no,no,furnished
6899485,10625,2,1,0,yes,no,yes,no,yes,yes,yes,furnished
7080512,5819,2,1,1,yes,no,no,no,yes,no,no,unfurnished
8337704,6934,3,1,1,yes,yes,yes,no,yes,yes,no,unfurnished
4969267,2894,2,1,1,yes,yes,yes,no,no,no,no,furnished
2482316,3556,1,1,0,no,no,no,no,no,no,no,unfurnished
4513302,4153,3,1,2,no,no,no,no,no,no,no,semi-furnished
4818446,10065,1,1,1,yes,no,no,no,yes,yes,yes,unfurnished
7641754,8954,3,1,3,yes,no,no,no,yes,yes,no,furnished
5978134,6488,4,1,0,yes,no,yes,no,no,yes,yes,semi-furnished
5480469,6068,2,1,0,yes,no,yes,no,no,yes,yes,furnished
4089912,4232,3,1,2,yes,no,no,no,no,no,no,semi-furnished
6695450,12577,2,1,1,yes,no,yes,yes,no,yes,no,furnished
3618477,7055,3,1,1,no,no,no,no,no,no,no,unfurnished
3666209,4965,3,1,2,no,no,no,no,no,no,no,unfurnished
3042248,4281,2,1,1,yes,no,no,no,no,yes,no,semi-furnished
6086800,5038,3,1,0,yes,yes,yes,no,no,no,no,unfurnished
6782598,6143,3,1,0,yes,no,no,no,yes,yes,no,furnished
3743083,3711,2,1,1,yes,no,no,no,no,no,no,semi-furnished
3961453,2896,3,1,3,yes,no,yes,no,yes,yes,no,semi-furnished
5435445,8703,3,1,0,yes,no,no,no,yes,yes,no,furnished
2190530,3935,1,1,0,no,no,no,no,no,no,no,unfurnished
5222033,3092,3,1,1,yes,yes,yes,no,yes,no,no,furnished
2155082,3123,1,1,0,no,no,no,no,no,no,no,unfurnished
6013559,7096,3,1,0,yes,no,yes,no,no,yes,yes,semi-furnished
6232812,6872,2,1,1,yes,yes,yes,no,no,yes,yes,semi-furnished
4359222,2115,3,1,2,no,yes,yes,no,yes,no,no,unfurnished
2500862,4609,1,1,1,yes,no,no,no,no,no,no,unfurnished
4950390,4909,2,1,0,yes,yes,yes,no,no,no,no,semi-furnished
7515985,6031,2,2,3,yes,no,no,no,yes,no,no,furnished
3969049,3099,1,2,1,yes,no,yes,no,no,yes,no,semi-furnished
4617549,3803,2,1,1,yes,no,no,no,no,yes,no,semi-furnished
2297696,3733,2,1,0,no,no,no,no,no,no,no,unfurnished
3499354,3459,1,1,0,yes,no,no,no,no,no,no,furnished
5763655,4976,3,1,1,yes,yes,yes,no,no,no,no,unfurnished
4417145,3957,3,1,2,yes,no,no,no,no,no,no,unfurnished
7324412,6161,2,2,2,yes,yes,no,no,no,no,no,semi-furnished
5420508,6548,2,1,0,yes,yes,yes,no,yes,no,yes,semi-furnished
2298900,3328,1,1,1,yes,no,no,no,no,no,no,unfurnished
4291825,1976,4,1,1,no,no,yes,no,no,no,no,semi-furnished
6016166,5073,3,1,3,yes,no,no,no,yes,no,no,semi-furnished
